material_id,name_cn,name_en,category_1,entity_type,parent_id,required_images,recommended_images,optional_images,not_applicable_images,own_images,inherited_images,missing_required,missing_recommended,policy_status,policy_reason
hdf,高密度纤维板,High-density fibreboard,天然与生物基材料,form,engineered_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
modified_wood,改性木材,Modified wood,天然与生物基材料,subfamily,wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
acetylated_wood,乙酰化木材,Acetylated wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
densified_wood,压缩木,Densified wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
wood_plastic_composite,木塑复合材料,Wood-plastic composite,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
resin_impregnated_wood,树脂浸渍木材,Resin-impregnated wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
thermally_modified_wood,热处理木,Thermally modified wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
preservative_treated_wood,防腐木,Preservative-treated wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
fire_retardant_wood,阻燃木,Fire-retardant wood,天然与生物基材料,variant,modified_wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
softwood,针叶材,Softwood,天然与生物基材料,subfamily,wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
spruce_wood,云杉,Spruce wood,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
fir_wood,冷杉,Fir wood,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
chinese_fir,杉木,Chinese fir,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
cypress_wood,柏木,Cypress wood,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
mongolian_pine,樟子松,Mongolian pine,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
korean_pine,红松,Korean pine,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
douglas_fir,花旗松,Douglas fir,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
larch_wood,落叶松,Larch wood,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
radiata_pine,辐射松,Radiata pine,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
cedar_wood,雪松,Cedar wood,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
masson_pine,马尾松,Masson pine,天然与生物基材料,material,softwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
hardwood,阔叶材,Hardwood,天然与生物基材料,subfamily,wood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
poplar_wood,杨木,Poplar wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
maple_wood,枫木,Maple wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
teak_wood,柚木,Teak wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
walnut_wood,核桃木,Walnut wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
mahogany_wood,桃花心木,Mahogany,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
eucalyptus_wood,桉木,Eucalyptus wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
birch_wood,桦木,Birch wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
basswood,椴木,Basswood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
elm_wood,榆木,Elm wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
beech_wood,榉木,Beech wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
camphor_wood,樟木,Camphor wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
oak_wood,橡木,Oak wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
rubberwood,橡胶木,Rubberwood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
ash_wood,水曲柳,Manchurian ash wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
paulownia_wood,泡桐,Paulownia wood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
rosewood,紫檀,Rosewood,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
ebony_wood,黑檀,Ebony,天然与生物基材料,material,hardwood,macro,,,micro; structure,,,macro,,缺少必需图片,天然材料以纹理、颜色、纤维或产品外观为主要学习信息。
oxide_ceramics,氧化物陶瓷,Oxide ceramics,无机非金属材料,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
cordierite_ceramic,堇青石陶瓷,Cordierite ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
titania_ceramic,氧化钛陶瓷,Titania ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
ceria_ceramic,氧化铈陶瓷,Ceria ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
beryllia_ceramic,氧化铍陶瓷,Beryllia ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
zinc_oxide_ceramic,氧化锌陶瓷,Zinc oxide ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
magnesia_ceramic,氧化镁陶瓷,Magnesia ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
mullite_ceramic,莫来石陶瓷,Mullite ceramic,无机非金属材料,material,oxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
glass_materials,玻璃,Glass materials,无机非金属材料,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
insulating_glass,中空玻璃,Insulating glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
low_e_glass,低辐射玻璃,Low-emissivity glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
optical_glass,光学玻璃,Optical glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
laminated_glass,夹层玻璃,Laminated glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
glass_ceramic,微晶玻璃,Glass-ceramic,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
soda_lime_glass,钠钙玻璃,Soda-lime glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
lead_glass,铅玻璃,Lead glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
aluminosilicate_glass,铝硅酸盐玻璃,Aluminosilicate glass,无机非金属材料,material,glass_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
gunning_refractory,喷补料,Gunning refractory,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
silica_brick,硅砖,Silica refractory brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
carbon_brick,碳砖,Carbon brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
refractory_castable,耐火浇注料,Refractory castable,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
refractory_fiber,耐火纤维,Refractory fibre,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
magnesia_brick,镁砖,Magnesia brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
magnesia_carbon_brick,镁碳砖,Magnesia-carbon brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
high_alumina_brick,高铝砖,High-alumina brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
fireclay_brick,黏土砖,Fireclay brick,无机非金属材料,material,refractory_materials,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
refractory_materials,耐火材料体系,Refractory materials,无机非金属材料,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
nonoxide_ceramics,非氧化物陶瓷,Non-oxide ceramics,无机非金属材料,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
titanium_diboride,二硼化钛,Titanium diboride,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
zirconium_diboride,二硼化锆,Zirconium diboride,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
boron_nitride_ceramic,氮化硼陶瓷,Boron nitride ceramic,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
titanium_nitride_ceramic,氮化钛陶瓷,Titanium nitride ceramic,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
aluminum_nitride_ceramic,氮化铝陶瓷,Aluminium nitride ceramic,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
boron_carbide_ceramic,碳化硼陶瓷,Boron carbide ceramic,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
titanium_carbide_ceramic,碳化钛陶瓷,Titanium carbide ceramic,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
tungsten_carbide,碳化钨,Tungsten carbide,无机非金属材料,material,nonoxide_ceramics,macro,micro,structure,,,,macro,micro,缺少必需图片,陶瓷、玻璃和耐火体系通常适合结合宏观形态与微观组织学习。
fullerene,富勒烯,Fullerene,碳材料,material,,macro,micro; structure,,,,,macro,micro; structure,缺少必需图片,富勒烯宏观样品与笼状分子结构应结合展示。
carbon_black,炭黑,Carbon black,碳材料,material,,macro,micro,structure,,,,macro,micro,缺少必需图片,多数碳材料的孔隙、颗粒、层片或纤维形貌具有较高观察价值。
glassy_carbon,玻璃碳,Glassy carbon,碳材料,material,,macro,micro,structure,,,,macro,micro,缺少必需图片,多数碳材料的孔隙、颗粒、层片或纤维形貌具有较高观察价值。
graphite,石墨,Graphite,碳材料,material,,macro,micro; structure,,,,,macro,micro; structure,缺少必需图片,石墨的片层形貌与层状晶体结构均具有教学价值。
carbon_aerogel,碳气凝胶,Carbon aerogel,碳材料,material,,macro,micro; structure,,,,,macro,micro; structure,缺少必需图片,碳气凝胶的多孔网络需要结合宏观形态和微结构展示。
carbon_fiber,碳纤维,Carbon fibre,碳材料,material,,macro,micro; structure,,,,,macro,micro; structure,缺少必需图片,碳纤维适合展示纤维形态、截面组织和石墨微晶取向。
diamond,金刚石,Diamond,碳材料,material,,macro,micro; structure,,,,,macro,micro; structure,缺少必需图片,金刚石的晶体形貌与三维共价网络结构均具有教学价值。
nonferrous_metals,有色金属,Non-ferrous metals,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
alpha_beta_titanium_alloy,α+β型钛合金,Alpha-beta titanium alloy,金属与合金,subfamily,titanium_alloy,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ti_tc11,TC11,TC11 titanium alloy,金属与合金,grade,alpha_beta_titanium_alloy,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ti_tc4,TC4 / Ti-6Al-4V,Ti-6Al-4V titanium alloy,金属与合金,grade,alpha_beta_titanium_alloy,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ti_6al_4v_eli,Ti-6Al-4V ELI,Extra-low-interstitial Ti-6Al-4V,金属与合金,grade,alpha_beta_titanium_alloy,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
alpha_titanium_alloy,α型钛合金,Alpha titanium alloy,金属与合金,subfamily,titanium_alloy,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
beta_titanium_alloy,β型钛合金,Beta titanium alloy,金属与合金,subfamily,titanium_alloy,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ti_tb6,TB6,TB6 beta titanium alloy,金属与合金,grade,beta_titanium_alloy,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
commercially_pure_titanium,工业纯钛,Commercially pure titanium,金属与合金,subfamily,titanium_alloy,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ti_ta1,TA1,TA1 commercially pure titanium,金属与合金,grade,commercially_pure_titanium,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ti_ta2,TA2,TA2 commercially pure titanium,金属与合金,grade,commercially_pure_titanium,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
near_alpha_titanium_alloy,近α型钛合金,Near-alpha titanium alloy,金属与合金,subfamily,titanium_alloy,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ti_ta15,TA15,TA15 titanium alloy,金属与合金,grade,near_alpha_titanium_alloy,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
oxygen_free_copper,无氧铜,Oxygen-free copper,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_tu1,TU1,TU1 oxygen-free copper,金属与合金,grade,oxygen_free_copper,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
cupronickel,白铜,Cupronickel,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_b30,B30,B30 cupronickel,金属与合金,grade,cupronickel,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
phosphor_bronze,磷青铜,Phosphor bronze,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_qsn6_5_0_1,QSn6.5-0.1,QSn6.5-0.1 phosphor bronze,金属与合金,grade,phosphor_bronze,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
pure_copper,纯铜,Pure copper,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_t2,T2,T2 copper,金属与合金,grade,pure_copper,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
beryllium_copper,铍铜,Beryllium copper,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_qbe2,QBe2,QBe2 beryllium copper,金属与合金,grade,beryllium_copper,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
aluminum_bronze,铝青铜,Aluminium bronze,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_qal9_4,QAl9-4,QAl9-4 aluminium bronze,金属与合金,grade,aluminum_bronze,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
chromium_zirconium_copper,铬锆铜,Chromium zirconium copper,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_cucrzr,CuCrZr,CuCrZr alloy,金属与合金,grade,chromium_zirconium_copper,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
tin_bronze,锡青铜,Tin bronze,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
brass,黄铜,Brass,金属与合金,subfamily,copper_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cu_h62,H62,H62 brass,金属与合金,grade,brass,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
cu_h68,H68,H68 brass,金属与合金,grade,brass,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_1xxx,1xxx系纯铝,1xxx series aluminium,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_1050,1050,AA 1050 aluminium,金属与合金,grade,al_1xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_1060,1060,AA 1060 aluminium,金属与合金,grade,al_1xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_2xxx,2xxx系铝铜合金,2xxx Al-Cu alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_2024,2024,AA 2024 aluminium alloy,金属与合金,grade,al_2xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_3xxx,3xxx系铝锰合金,3xxx Al-Mn alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_3003,3003,AA 3003 aluminium alloy,金属与合金,grade,al_3xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_4xxx,4xxx系铝硅合金,4xxx Al-Si alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_5xxx,5xxx系铝镁合金,5xxx Al-Mg alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_5052,5052,AA 5052 aluminium alloy,金属与合金,grade,al_5xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_5083,5083,AA 5083 aluminium alloy,金属与合金,grade,al_5xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_6xxx,6xxx系铝镁硅合金,6xxx Al-Mg-Si alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_6061,6061,AA 6061 aluminium alloy,金属与合金,grade,al_6xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_6063,6063,AA 6063 aluminium alloy,金属与合金,grade,al_6xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_7xxx,7xxx系铝锌镁合金,7xxx Al-Zn-Mg alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_7075,7075,AA 7075 aluminium alloy,金属与合金,grade,al_7xxx,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
pure_aluminum,纯铝,Pure aluminium,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_aluminum_alloy,铸造铝合金,Cast aluminium alloys,金属与合金,subfamily,aluminum_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
al_adc12,ADC12,ADC12 die-casting aluminium alloy,金属与合金,grade,cast_aluminum_alloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
al_zl101,ZL101,ZL101 cast aluminium alloy,金属与合金,grade,cast_aluminum_alloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
mg_al_mn,Mg-Al-Mn系,Mg-Al-Mn magnesium alloys,金属与合金,subfamily,magnesium_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
mg_am60,AM60,AM60 magnesium alloy,金属与合金,grade,mg_al_mn,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
mg_al_zn,Mg-Al-Zn系,Mg-Al-Zn magnesium alloys,金属与合金,subfamily,magnesium_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
mg_az31,AZ31,AZ31 magnesium alloy,金属与合金,grade,mg_al_zn,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
mg_az91,AZ91,AZ91 magnesium alloy,金属与合金,grade,mg_al_zn,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
mg_zn_zr,Mg-Zn-Zr系,Mg-Zn-Zr magnesium alloys,金属与合金,subfamily,magnesium_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
mg_zk60,ZK60,ZK60 magnesium alloy,金属与合金,grade,mg_zn_zr,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
